,,,,,,,,,,,,,,,,,,,,Formatted values [paste MathML into Word using CTRL-SHIFT-V]
,,,,,,,,,,,,,,,,,,,,,MathML,,Latex,
Name,Area,Binning,d_min,d_max,Method,Resurf,N,N_event,Age,Age-,Age+,a0,a0-,a0+,N(1),N(1)-,N(1)+,Source, ,Range,Age,N(1),Age,N(1)
E1,437.41,pseudo-log,0.24,1.5,poisson,0,217,217,3.07,2.94,3.18,-2.573,-2.601,-2.544,2.67e-03,2.50e-03,2.86e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/e1.diam, ,0.24–1.5 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>3.07</mtext><mtext>&#x2212;0.13</mtext><mtext>+0.10</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>2.67</mtext><mtext>&#x2212;0.17</mtext><mtext>+0.18</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu3.07^{+0.10}_{-0.13}$ Ga,$2.67^{+0.18}_{-0.17}\cdot10^{-3}$ km$^{-2}$," "
E2,449.07,pseudo-log,0.25,1.5,poisson,0,228,228,3.28,3.22,3.33,-2.5,-2.529,-2.471,3.16e-03,2.96e-03,3.38e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/e2.diam, ,0.25–1.5 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>3.28</mtext><mtext>&#x2212;0.066</mtext><mtext>+0.052</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>3.16</mtext><mtext>&#x2212;0.21</mtext><mtext>+0.22</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu3.28^{+0.052}_{-0.066}$ Ga,$3.16^{+0.22}_{-0.21}\cdot10^{-3}$ km$^{-2}$," "
E3,178.07,pseudo-log,0.24,1.5,poisson,0,103,103,3.25,3.13,3.33,-2.516,-2.559,-2.471,3.05e-03,2.76e-03,3.38e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/e3.diam, ,0.24–1.5 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>3.25</mtext><mtext>&#x2212;0.12</mtext><mtext>+0.084</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>3.05</mtext><mtext>&#x2212;0.29</mtext><mtext>+0.33</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu3.25^{+0.084}_{-0.12}$ Ga,$3.05^{+0.33}_{-0.29}\cdot10^{-3}$ km$^{-2}$," "
W1,374.09,pseudo-log,0.21,1.2,poisson,0,214,214,2.37,2.21,2.53,-2.702,-2.732,-2.673,1.99e-03,1.86e-03,2.12e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w1.diam, ,0.21–1.2 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.37</mtext><mtext>&#x2212;0.16</mtext><mtext>+0.16</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.99</mtext><mtext>&#x2212;0.13</mtext><mtext>+0.14</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu2.37^{+0.16}_{-0.16}$ Ga,$1.99^{+0.14}_{-0.13}\cdot10^{-3}$ km$^{-2}$," "
W2,1724.6,pseudo-log,0.18,1,poisson,0,1456,1456,2.07,2.01,2.12,-2.762,-2.773,-2.75,1.73e-03,1.69e-03,1.78e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w2.diam, ,0.18–1.0 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.07</mtext><mtext>&#x2212;0.053</mtext><mtext>+0.055</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.73</mtext><mtext>&#x2212;0.045</mtext><mtext>+0.046</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu2.07^{+0.055}_{-0.053}$ Ga,$1.73^{+0.046}_{-0.045}\cdot10^{-3}$ km$^{-2}$," "
W2,1724.6,pseudo-log,1.5,5,poisson,0,2,2,2.78,1.75,3.46,-2.63,-2.834,-2.369,2.35e-03,1.46e-03,4.27e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w2.diam, ,1.5–5.0 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.78</mtext><mtext>&#x2212;1.0</mtext><mtext>+0.67</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>2.35</mtext><mtext>&#x2212;0.88</mtext><mtext>+1.9</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu2.78^{+0.67}_{-1.0}$ Ga,$2.35^{+1.9}_{-0.88}\cdot10^{-3}$ km$^{-2}$," "
W2h,416.32,pseudo-log,0.16,0.6,poisson,0,414,414,1.65,1.57,1.73,-2.859,-2.881,-2.838,1.38e-03,1.32e-03,1.45e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w2_h.diam, ,160–600 m,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.65</mtext><mtext>&#x2212;0.079</mtext><mtext>+0.083</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.38</mtext><mtext>&#x2212;0.066</mtext><mtext>+0.070</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.65^{+0.083}_{-0.079}$ Ga,$1.38^{+0.070}_{-0.066}\cdot10^{-3}$ km$^{-2}$," "
W2h,416.32,pseudo-log,0.8,1.9,poisson,0,7,7,3.57,3.32,3.68,-2.213,-2.482,-2.02,6.12e-03,3.30e-03,9.55e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w2_h.diam, ,0.80–1.9 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>3.57</mtext><mtext>&#x2212;0.26</mtext><mtext>+0.10</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>6.12</mtext><mtext>&#x2212;2.8</mtext><mtext>+3.4</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu3.57^{+0.10}_{-0.26}$ Ga,$6.12^{+3.4}_{-2.8}\cdot10^{-3}$ km$^{-2}$," "
W2l,315.42,pseudo-log,0.19,1.1,poisson,0,247,247,2.3,2.16,2.45,-2.714,-2.742,-2.687,1.93e-03,1.81e-03,2.06e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w2_l.diam, ,0.19–1.1 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.30</mtext><mtext>&#x2212;0.14</mtext><mtext>+0.15</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.93</mtext><mtext>&#x2212;0.12</mtext><mtext>+0.13</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu2.30^{+0.15}_{-0.14}$ Ga,$1.93^{+0.13}_{-0.12}\cdot10^{-3}$ km$^{-2}$," "
W3,209.17,pseudo-log,0.16,1.5,poisson,0,345,345,2.7,2.56,2.83,-2.645,-2.668,-2.622,2.27e-03,2.15e-03,2.39e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w3.diam, ,0.16–1.5 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.70</mtext><mtext>&#x2212;0.13</mtext><mtext>+0.13</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>2.27</mtext><mtext>&#x2212;0.12</mtext><mtext>+0.12</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu2.70^{+0.13}_{-0.13}$ Ga,$2.27^{+0.12}_{-0.12}\cdot10^{-3}$ km$^{-2}$," "
W4,267.16,pseudo-log,0.18,1.6,poisson,0,308,308,2.99,2.86,3.09,-2.592,-2.616,-2.568,2.56e-03,2.42e-03,2.70e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w4.diam, ,0.18–1.6 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.99</mtext><mtext>&#x2212;0.12</mtext><mtext>+0.10</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>2.56</mtext><mtext>&#x2212;0.14</mtext><mtext>+0.14</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu2.99^{+0.10}_{-0.12}$ Ga,$2.56^{+0.14}_{-0.14}\cdot10^{-3}$ km$^{-2}$," "
W5h1,111.94,pseudo-log,0.17,1,poisson,0,85,85,1.54,1.38,1.72,-2.889,-2.936,-2.842,1.29e-03,1.16e-03,1.44e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w5_h1.diam, ,0.17–1.0 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.54</mtext><mtext>&#x2212;0.16</mtext><mtext>+0.18</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.29</mtext><mtext>&#x2212;0.13</mtext><mtext>+0.15</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.54^{+0.18}_{-0.16}$ Ga,$1.29^{+0.15}_{-0.13}\cdot10^{-3}$ km$^{-2}$," "
W5h2,171.7,pseudo-log,0.13,1.4,poisson,0,350,350,1.69,1.6,1.78,-2.85,-2.873,-2.827,1.41e-03,1.34e-03,1.49e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w5_h2.diam, ,0.13–1.4 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.69</mtext><mtext>&#x2212;0.088</mtext><mtext>+0.092</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.41</mtext><mtext>&#x2212;0.074</mtext><mtext>+0.077</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.69^{+0.092}_{-0.088}$ Ga,$1.41^{+0.077}_{-0.074}\cdot10^{-3}$ km$^{-2}$," "
W5h3,129.13,pseudo-log,0.14,0.85,poisson,0,204,204,1.67,1.56,1.79,-2.854,-2.884,-2.823,1.40e-03,1.31e-03,1.50e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w5_h3.diam, ,140–850 m,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.67</mtext><mtext>&#x2212;0.11</mtext><mtext>+0.12</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.40</mtext><mtext>&#x2212;0.095</mtext><mtext>+0.10</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.67^{+0.12}_{-0.11}$ Ga,$1.40^{+0.10}_{-0.095}\cdot10^{-3}$ km$^{-2}$," "
W5l1,155.92,pseudo-log,0.17,0.85,poisson,0,151,151,1.77,1.64,1.92,-2.828,-2.863,-2.792,1.49e-03,1.37e-03,1.61e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w5_l1.diam, ,160–850 m,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.77</mtext><mtext>&#x2212;0.14</mtext><mtext>+0.15</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.49</mtext><mtext>&#x2212;0.12</mtext><mtext>+0.13</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.77^{+0.15}_{-0.14}$ Ga,$1.49^{+0.13}_{-0.12}\cdot10^{-3}$ km$^{-2}$," "
W5l2,41.049,pseudo-log,0.12,0.8,poisson,0,106,106,1.65,1.5,1.82,-2.859,-2.902,-2.817,1.38e-03,1.25e-03,1.52e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w5_l2.diam, ,120–800 m,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.65</mtext><mtext>&#x2212;0.15</mtext><mtext>+0.17</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.38</mtext><mtext>&#x2212;0.13</mtext><mtext>+0.14</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.65^{+0.17}_{-0.15}$ Ga,$1.38^{+0.14}_{-0.13}\cdot10^{-3}$ km$^{-2}$," "
W5l3,161.64,pseudo-log,0.15,0.8,poisson,0,217,217,1.79,1.67,1.91,-2.825,-2.854,-2.795,1.50e-03,1.40e-03,1.60e-03,/opt/hostedtoolcache/Python/3.12.11/x64/lib/python3.12/site-packages/craterstats/sample/w5_l3.diam, ,150–800 m,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>1.79</mtext><mtext>&#x2212;0.12</mtext><mtext>+0.13</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>1.50</mtext><mtext>&#x2212;0.098</mtext><mtext>+0.11</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-3</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$\mu1.79^{+0.13}_{-0.12}$ Ga,$1.50^{+0.11}_{-0.098}\cdot10^{-3}$ km$^{-2}$," "
