,,,,,,,,,,,,,,,,,,,,Formatted values [paste MathML into Word using CTRL-SHIFT-V]
,,,,,,,,,,,,,,,,,,,,,MathML,,Latex,
Name,Area,Binning,d_min,d_max,Method,Resurf,N,N_event,Sort_order,Age,Age-,Age+,a0,a0-,a0+,N(1),N(1)-,N(1)+,Source, ,Range,Age,N(1),Age,N(1)
ejecta01,33.442,pseudo-log,0.17,1,b-poisson,0,22,22,0,2.05,1.65,2.51,-3.001,-3.095,-2.913,9.98e-04,8.03e-04,1.22e-03,/opt/hostedtoolcache/Python/3.12.13/x64/lib/python3.12/site-packages/craterstats/sample/ejecta01_CRATER.shp, ,0.17–1.0 km,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>2.05</mtext><mtext>&#x2212;0.40</mtext><mtext>+0.46</mtext></msubsup><mtext>&#8239;Ga</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>9.98</mtext><mtext>&#x2212;2.0</mtext><mtext>+2.2</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-4</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$𝜇2.05^{+0.46}_{-0.40}$ Ga,$9.98^{+2.2}_{-2.0}\cdot10^{-4}$ km$^{-2}$," "
