,,,,,,,,,,,,,,,,,,,,Formatted values [paste MathML into Word using CTRL-SHIFT-V]
,,,,,,,,,,,,,,,,,,,,,MathML,,Latex,
Name,Area,Binning,d_min,d_max,Method,Resurf,N,N_event,Sort_order,Age,Age-,Age+,a0,a0-,a0+,N(1),N(1)-,N(1)+,Source, ,Range,Age,N(1),Age,N(1)
Pickering,3036.6,pseudo-log,0.25,0.7,poisson,0,160,160,0,0.738,0.682,0.798,-3.444,-3.478,-3.41,3.60e-04,3.32e-04,3.89e-04,/opt/hostedtoolcache/Python/3.12.13/x64/lib/python3.12/site-packages/craterstats/sample/Pickering.scc, ,250–700 m,<math xmlns="http://www.w3.org/1998/Math/MathML"><mi>&#956;</mi><msubsup><mtext>738</mtext><mtext>&#x2212;57</mtext><mtext>+60</mtext></msubsup><mtext>&#8239;Ma</mtext></math>,<math xmlns="http://www.w3.org/1998/Math/MathML"><msubsup><mtext>3.60</mtext><mtext>&#x2212;0.28</mtext><mtext>+0.29</mtext></msubsup><mo>&#183;</mo><msup><mtext>10</mtext><mtext>-4</mtext></msup><msup><mtext>&#8239;km</mtext><mtext>-2</mtext></msup></math>,$𝜇738^{+60}_{-57}$ Ma,$3.60^{+0.29}_{-0.28}\cdot10^{-4}$ km$^{-2}$," "
